TIME,RATE,ERROR,FRACEXP
274757631.79108006,2547.63,50.474052,1.0
274757632.79108006,2512.2297,50.122147,1.0
274757633.79108006,2611.55,51.10333,1.0
274757634.79108006,2537.0205,50.368843,1.0
274757635.79108006,2578.2876,50.77684,1.0
274757636.79108006,2559.2546,50.589077,1.0
274757637.79108006,2551.602,50.513386,1.0
274757638.79108006,2524.6663,50.246056,1.0
274757639.79108006,2547.2507,50.470295,1.0
274757640.79108006,2588.6973,50.879242,1.0
274757641.79108006,2721.5938,52.168896,1.0
274757642.79108006,2548.5183,50.482853,1.0
274757643.79108006,2549.2246,50.489845,1.0
274757644.79108006,2469.8267,49.69735,1.0
274757645.79108006,2610.7856,51.095848,1.0
274757646.79108006,2588.6958,50.879227,1.0
274757647.79108006,2491.2783,49.91271,1.0
274757648.79108006,2445.7646,49.454674,1.0
274757649.79108006,2618.6418,51.17267,1.0
274757650.79108006,2495.482,49.9548,1.0
274757651.79108006,2511.0684,50.11056,1.0
274757652.79108006,2455.1497,49.549465,1.0
274757653.79108006,2455.1025,49.548992,1.0
274757654.79108006,2624.806,51.23286,1.0
274757655.79108006,2576.131,50.7556,1.0
274757656.79108006,2489.5693,49.895584,1.0
274757657.79108006,2612.6082,51.113678,1.0
274757658.79108006,2593.5603,50.92701,1.0
274757659.79108006,2522.3672,50.223175,1.0
274757660.79108006,2690.6763,51.87173,1.0
274757661.79108006,2558.3594,50.580227,1.0
274757662.79108006,2584.4844,50.837826,1.0
274757663.79108006,2607.6262,51.064922,1.0
274757664.79108006,2534.7043,50.345848,1.0
274757665.79108006,2613.7825,51.125164,1.0
274757666.79108006,2614.0417,51.1277,1.0
274757667.79108006,2593.8984,50.93033,1.0
274757668.79108006,2527.2324,50.271587,1.0
274757669.79108006,2548.3438,50.48112,1.0
274757670.79108006,2475.439,49.753784,1.0
274757671.79108006,2562.6885,50.623005,1.0
274757672.79108006,2635.6204,51.338295,1.0
274757673.79108006,2536.5325,50.364,1.0
274757674.79108006,2561.7676,50.613907,1.0
274757675.79108006,2543.8904,50.436993,1.0
274757676.79108006,2572.4243,50.719074,1.0
274757677.79108006,2543.6272,50.434383,1.0
274757678.79108006,2528.7625,50.2868,1.0
274757679.79108006,2619.4448,51.18051,1.0
274757680.79108006,2672.1262,51.69261,1.0
274757681.79108006,2508.2917,50.082848,1.0
274757682.79108006,2554.3462,50.54054,1.0
274757683.79108006,2628.7417,51.271255,1.0
274757684.79108006,2591.2234,50.90406,1.0
274757685.79108006,2557.2212,50.568974,1.0
274757686.79108006,2581.3193,50.806686,1.0
274757687.79108006,2551.1013,50.508427,1.0
274757688.79108006,2577.5894,50.769966,1.0
274757689.79108006,2640.0842,51.38175,1.0
274757690.79108006,2570.6606,50.701683,1.0
274757691.79108006,2581.3909,50.80739,1.0
274757692.79108006,2520.4075,50.20366,1.0
274757693.79108006,2506.882,50.068775,1.0
274757694.79108006,2507.0242,50.070194,1.0
274757695.79108006,2605.8564,51.04759,1.0
274757696.79108006,2522.9211,50.228687,1.0
274757697.79108006,2511.9749,50.119606,1.0
274757698.79108006,2653.8428,51.51546,1.0
274757699.79108006,2479.6008,49.79559,1.0
274757700.79108006,2495.0872,49.950848,1.0
274757701.79108006,2530.2324,50.301414,1.0
274757702.79108006,2590.1143,50.893166,1.0
274757703.79108006,2596.7861,50.95867,1.0
274757704.79108006,2606.3545,51.052467,1.0
274757705.79108006,2597.0447,50.96121,1.0
274757706.79108006,2562.133,50.617516,1.0
274757707.79108006,2489.8423,49.89832,1.0
274757708.79108006,2585.838,50.851135,1.0
274757709.79108006,2562.6646,50.62277,1.0
274757710.79108006,2548.26,50.480293,1.0
274757711.79108006,2567.7058,50.672535,1.0
274757712.79108006,2705.0916,52.010494,1.0
274757713.79108006,2583.3362,50.82653,1.0
274757714.79108006,2469.821,49.697292,1.0
274757715.79108006,2577.064,50.76479,1.0
274757716.79108006,2523.2327,50.23179,1.0
274757717.79108006,2606.0,51.048996,1.0
274757718.79108006,2562.0593,50.61679,1.0
274757719.79108006,2592.4893,50.916492,1.0
274757720.79108006,2532.3486,50.322445,1.0
274757721.79108006,2543.4927,50.433052,1.0
274757722.79108006,2511.2266,50.11214,1.0
274757723.79108006,2524.0146,50.239574,1.0
274757724.79108006,2580.8003,50.80158,1.0
274757725.79108006,2508.635,50.086277,1.0
274757726.79108006,2583.2727,50.825905,1.0
274757727.79108006,2484.4482,49.84424,1.0
274757728.79108006,2642.649,51.4067,1.0
274757729.79108006,2511.4998,50.114864,1.0
274757730.79108006,2604.5813,51.0351,1.0
274757731.79108006,2527.2874,50.272133,1.0
274757732.79108006,2565.0388,50.646214,1.0
274757733.79108006,2639.2478,51.37361,1.0
274757734.79108006,2547.6677,50.474426,1.0
274757735.79108006,2536.4924,50.3636,1.0
274757736.79108006,2560.4978,50.60136,1.0
274757737.79108006,2575.4043,50.74844,1.0
274757738.79108006,2634.1052,51.323536,1.0
274757739.79108006,2503.9946,50.039932,1.0
274757740.79108006,2548.374,50.481422,1.0
274757741.79108006,2490.3394,49.9033,1.0
274757742.79108006,2479.6665,49.79625,1.0
274757743.79108006,2496.778,49.96777,1.0
274757744.79108006,2674.5479,51.71603,1.0
274757745.79108006,2589.6772,50.88887,1.0
274757746.79108006,2483.387,49.83359,1.0
274757747.79108006,2524.7925,50.247314,1.0
274757748.79108006,2524.1567,50.240986,1.0
274757749.79108006,2636.663,51.348446,1.0
274757750.79108006,2617.6873,51.163338,1.0
274757751.79108006,2568.0469,50.6759,1.0
274757752.79108006,2565.5852,50.651608,1.0
274757753.79108006,2573.5386,50.730057,1.0
274757754.79108006,2653.6543,51.513634,1.0
274757755.79108006,2577.7688,50.771732,1.0
274757756.79108006,2598.2593,50.97312,1.0
274757757.79108006,2451.2153,49.50975,1.0
274757758.79108006,2470.8425,49.70757,1.0
274757759.79108006,2537.6487,50.37508,1.0
274757760.79108006,2397.231,48.961525,1.0
274757761.79108006,2637.476,51.356365,1.0
274757762.79108006,2611.0012,51.097958,1.0
274757763.79108006,2520.2236,50.201828,1.0
274757764.79108006,2517.6907,50.176594,1.0
274757765.79108006,2522.1387,50.220898,1.0
274757766.79108006,2571.6226,50.711166,1.0
274757767.79108006,2486.653,49.866352,1.0
274757768.79108006,2596.8066,50.958874,1.0
274757769.79108006,2535.203,50.3508,1.0
274757770.79108006,2483.3047,49.832767,1.0
274757771.79108006,2440.952,49.40599,1.0
274757772.79108006,2511.0723,50.1106,1.0
274757773.79108006,2477.1572,49.77105,1.0
274757774.79108006,2518.219,50.181858,1.0
274757775.79108006,2421.6736,49.210503,1.0
274757776.79108006,2603.5764,51.025253,1.0
274757777.79108006,2492.1797,49.921734,1.0
274757778.79108006,2537.1323,50.369953,1.0
274757779.79108006,2521.1558,50.211113,1.0
274757780.79108006,2517.4062,50.17376,1.0
274757781.79108006,2514.3416,50.14321,1.0
274757782.79108006,2509.4192,50.094105,1.0
274757783.79108006,2653.254,51.509747,1.0
274757784.79108006,2611.0854,51.09878,1.0
274757785.79108006,2543.5708,50.433826,1.0
274757786.79108006,2472.9727,49.728992,1.0
274757787.79108006,2486.994,49.86977,1.0
274757788.79108006,2534.7673,50.346474,1.0
274757789.79108006,2520.0574,50.200172,1.0
274757790.79108006,2506.49,50.064857,1.0
274757791.79108006,2487.9924,49.87978,1.0
274757792.79108006,2525.5015,50.254368,1.0
274757793.79108006,2584.0518,50.83357,1.0
274757794.79108006,2471.0166,49.70932,1.0
274757795.79108006,2486.0767,49.860573,1.0
274757796.79108006,2526.2896,50.262207,1.0
274757797.79108006,2528.0684,50.2799,1.0
274757798.79108006,2628.0342,51.264355,1.0
274757799.79108006,2585.1875,50.844738,1.0
274757800.79108006,2617.6572,51.163044,1.0
274757801.79108006,2558.0066,50.57674,1.0
274757802.79108006,2432.1438,49.31677,1.0
274757803.79108006,2535.417,50.352924,1.0
274757804.79108006,2494.6033,49.946003,1.0
274757805.79108006,2437.0574,49.36656,1.0
274757806.79108006,2554.5186,50.542244,1.0
274757807.79108006,2593.8752,50.930103,1.0
274757808.79108006,2520.8223,50.20779,1.0
274757809.79108006,2579.4783,50.788563,1.0
274757810.79108006,2498.9094,49.989094,1.0
274757811.79108006,2528.6404,50.285587,1.0
274757812.79108006,2529.624,50.29537,1.0
274757813.79108006,2398.649,48.976,1.0
274757814.79108006,2449.0781,49.488163,1.0
274757815.79108006,2440.0388,49.396748,1.0
274757816.79108006,2584.7146,50.840088,1.0
274757817.79108006,2565.2283,50.648083,1.0
274757818.79108006,2527.9226,50.27845,1.0
274757819.79108006,2557.1846,50.56861,1.0
274757820.79108006,2505.649,50.056458,1.0
274757821.79108006,2475.6199,49.7556,1.0
274757822.79108006,2435.95,49.355343,1.0
274757823.79108006,2499.9084,49.999084,1.0
274757824.79108006,2470.3015,49.70213,1.0
274757825.79108006,2516.8142,50.167862,1.0
274757826.79108006,2524.8098,50.247486,1.0
274757827.79108006,2594.0383,50.9317,1.0
274757828.79108006,2520.048,50.20008,1.0
274757829.79108006,2566.0151,50.65585,1.0
274757830.79108006,2473.8384,49.737698,1.0
274757831.79108006,2603.376,51.02329,1.0
274757832.79108006,2520.4773,50.204357,1.0
274757833.79108006,2384.9343,48.83579,1.0
274757834.79108006,2436.8342,49.3643,1.0
274757835.79108006,2486.8044,49.86787,1.0
274757836.79108006,2550.226,50.499763,1.0
274757837.79108006,2510.941,50.10929,1.0
274757838.79108006,2538.3516,50.382057,1.0
274757839.79108006,2467.9272,49.678238,1.0
274757840.79108006,2535.1802,50.350574,1.0
274757841.79108006,2506.3145,50.063107,1.0
274757842.79108006,2469.5964,49.695034,1.0
274757843.79108006,2497.2095,49.972088,1.0
274757844.79108006,2506.8018,50.06797,1.0
274757845.79108006,2522.0674,50.22019,1.0
274757846.79108006,2569.7979,50.693172,1.0
274757847.79108006,2502.5369,50.025364,1.0
274757848.79108006,2538.4055,50.38259,1.0
274757849.79108006,2561.4915,50.61118,1.0
274757850.79108006,2594.4805,50.936043,1.0
274757851.79108006,2500.4941,50.00494,1.0
274757852.79108006,2553.3545,50.530727,1.0
274757853.79108006,2454.7625,49.54556,1.0
274757854.79108006,2470.6255,49.705387,1.0
274757855.79108006,2511.1606,50.11148,1.0
274757856.79108006,2659.486,51.570206,1.0
274757857.79108006,2485.076,49.850536,1.0
274757858.79108006,2581.0315,50.803852,1.0
274757859.79108006,2503.223,50.03222,1.0
274757860.79108006,2590.6533,50.89846,1.0
274757861.79108006,2465.784,49.656662,1.0
274757862.79108006,2606.82,51.057026,1.0
274757863.79108006,2451.5732,49.513363,1.0
274757864.79108006,2547.693,50.474678,1.0
274757865.79108006,2453.865,49.536503,1.0
274757866.79108006,2581.717,50.8106,1.0
274757867.79108006,2637.3271,51.35491,1.0
274757868.79108006,2446.092,49.45798,1.0
274757869.79108006,2472.4634,49.723873,1.0
274757870.79108006,2502.7917,50.02791,1.0
274757871.79108006,2564.7766,50.643623,1.0
274757872.79108006,2428.9033,49.283905,1.0
274757873.79108006,2486.323,49.86304,1.0
274757874.79108006,2488.6445,49.886314,1.0
274757875.79108006,2496.6953,49.96694,1.0
274757876.79108006,2593.28,50.92426,1.0
274757877.79108006,2486.4797,49.864613,1.0
274757878.79108006,2402.165,49.011887,1.0
274757879.79108006,2618.8584,51.17478,1.0
274757880.79108006,2464.5771,49.64451,1.0
274757881.79108006,2574.3064,50.73762,1.0
274757882.79108006,2515.5889,50.155647,1.0
274757883.79108006,2509.9353,50.099255,1.0
274757884.79108006,2560.94,50.605732,1.0
274757885.79108006,2494.6575,49.946545,1.0
274757886.79108006,2543.3704,50.43184,1.0
274757887.79108006,2577.1658,50.765793,1.0
274757888.79108006,2511.9756,50.119614,1.0
274757889.79108006,2548.6414,50.48407,1.0
274757890.79108006,2439.8936,49.39528,1.0
274757891.79108006,2598.1116,50.971676,1.0
274757892.79108006,2451.875,49.51641,1.0
274757893.79108006,2565.7842,50.653572,1.0
274757894.79108006,2501.126,50.011257,1.0
274757895.79108006,2547.0796,50.4686,1.0
274757896.79108006,2529.1113,50.29027,1.0
274757897.79108006,2560.2034,50.598454,1.0
274757898.79108006,2441.17,49.408195,1.0
274757899.79108006,2486.8098,49.867924,1.0
274757900.79108006,2478.3867,49.783398,1.0
274757901.79108006,2397.1584,48.960785,1.0
274757902.79108006,2540.9666,50.408,1.0
274757903.79108006,2549.2375,50.489975,1.0
274757904.79108006,2528.1467,50.280678,1.0
274757905.79108006,2523.1338,50.230804,1.0
274757906.79108006,2463.872,49.637405,1.0
274757907.79108006,2527.1929,50.271194,1.0
274757908.79108006,2505.2903,50.052876,1.0
274757909.79108006,2547.4053,50.471825,1.0
274757910.79108006,2563.3057,50.6291,1.0
274757911.79108006,2560.9565,50.605896,1.0
274757912.79108006,2461.42,49.612698,1.0
274757913.79108006,2524.8003,50.24739,1.0
274757914.79108006,2473.1147,49.73042,1.0
274757915.79108006,2508.6704,50.086628,1.0
274757916.79108006,2544.7983,50.445995,1.0
274757917.79108006,2570.8538,50.703587,1.0
274757918.79108006,2524.571,50.24511,1.0
274757919.79108006,2502.7227,50.027218,1.0
274757920.79108006,2586.8418,50.861004,1.0
274757921.79108006,2544.4856,50.442894,1.0
274757922.79108006,2509.8057,50.09796,1.0
274757923.79108006,2441.6025,49.412575,1.0
274757924.79108006,2529.8647,50.29776,1.0
274757925.79108006,2468.867,49.687695,1.0
274757926.79108006,2534.485,50.34367,1.0
274757927.79108006,2510.363,50.103523,1.0
274757928.79108006,2548.1492,50.479195,1.0
274757929.79108006,2491.722,49.917152,1.0
274757930.79108006,2533.2742,50.331642,1.0
274757931.79108006,2553.1467,50.52867,1.0
274757932.79108006,2560.544,50.601818,1.0
274757933.79108006,2363.7578,48.618492,1.0
274757934.79108006,2587.8801,50.871212,1.0
274757935.79108006,2468.967,49.6887,1.0
274757936.79108006,2562.4973,50.621117,1.0
274757937.79108006,2455.008,49.54804,1.0
274757938.79108006,2443.208,49.428818,1.0
274757939.79108006,2451.9753,49.517426,1.0
274757940.79108006,2565.328,50.649067,1.0
274757941.79108006,2555.7192,50.554123,1.0
274757942.79108006,2558.6663,50.58326,1.0
274757943.79108006,2520.1821,50.201416,1.0
274757944.79108006,2466.71,49.665985,1.0
274757945.79108006,2527.4912,50.274162,1.0
274757946.79108006,2423.87,49.232815,1.0
274757947.79108006,2525.4285,50.253643,1.0
274757948.79108006,2452.4724,49.52244,1.0
274757949.79108006,2476.7627,49.767086,1.0
274757950.79108006,2493.3489,49.933445,1.0
274757951.79108006,2470.7627,49.706768,1.0
274757952.79108006,2491.2476,49.9124,1.0
274757953.79108006,2477.3455,49.772938,1.0
274757954.79108006,2493.1804,49.93176,1.0
274757955.79108006,2534.5466,50.34428,1.0
274757956.79108006,2412.4312,49.116505,1.0
274757957.79108006,2503.4316,50.034306,1.0
274757958.79108006,2518.6433,50.18609,1.0
274757959.79108006,2442.1055,49.417664,1.0
274757960.79108006,2466.4905,49.663773,1.0
274757961.79108006,2425.9307,49.25374,1.0
274757962.79108006,2479.0137,49.789696,1.0
274757963.79108006,2482.9983,49.829693,1.0
274757964.79108006,2514.6172,50.145958,1.0
274757965.79108006,2511.3914,50.113785,1.0
274757966.79108006,2522.5635,50.22513,1.0
274757967.79108006,2525.56,50.25495,1.0
274757968.79108006,2473.8557,49.73787,1.0
274757969.79108006,2517.9685,50.179363,1.0
274757970.79108006,2525.451,50.253864,1.0
274757971.79108006,2484.156,49.84131,1.0
274757972.79108006,2514.085,50.14065,1.0
274757973.79108006,2520.1848,50.201443,1.0
274757974.79108006,2541.2322,50.410637,1.0
274757975.79108006,2532.3147,50.32211,1.0
274757976.79108006,2542.72,50.42539,1.0
274757977.79108006,2471.852,49.717724,1.0
274757978.79108006,2460.627,49.604706,1.0
274757979.79108006,2568.977,50.685078,1.0
274757980.79108006,2442.4614,49.421265,1.0
274757981.79108006,2399.7278,48.987015,1.0
274757982.79108006,2640.987,51.390533,1.0
274757983.79108006,2482.1272,49.82095,1.0
274757984.79108006,2484.3022,49.842773,1.0
274757985.79108006,2502.7778,50.02777,1.0
274757986.79108006,2549.2236,50.489838,1.0
274757987.79108006,2478.8928,49.788483,1.0
274757988.79108006,2458.7798,49.586086,1.0
274757989.79108006,2427.8423,49.27314,1.0
274757990.79108006,2504.1404,50.041386,1.0
274757991.79108006,2459.3933,49.59227,1.0
274757992.79108006,2461.1555,49.610035,1.0
274757993.79108006,2552.695,50.524204,1.0
274757994.79108006,2587.9375,50.871777,1.0
274757995.79108006,2490.9548,49.909466,1.0
274757996.79108006,2438.6492,49.38268,1.0
274757997.79108006,2445.3777,49.45076,1.0
274757998.79108006,2504.733,50.047306,1.0
274757999.79108006,2418.9834,49.183163,1.0
274758000.79108006,2495.68,49.95678,1.0
274758001.79108006,2423.5479,49.22954,1.0
274758002.79108006,2518.608,50.185734,1.0
274758003.79108006,2558.7756,50.584343,1.0
274758004.79108006,2443.9893,49.436718,1.0
274758005.79108006,2453.3667,49.53147,1.0
274758006.79108006,2417.4846,49.167923,1.0
274758007.79108006,2428.4368,49.27917,1.0
274758008.79108006,2583.8909,50.831985,1.0
274758009.79108006,2481.4211,49.813866,1.0
274758010.79108006,2449.818,49.495636,1.0
274758011.79108006,2540.949,50.407825,1.0
274758012.79108006,2491.5188,49.915115,1.0
274758013.79108006,2427.3171,49.26781,1.0
274758014.79108006,2504.2292,50.042274,1.0
274758015.79108006,2545.1968,50.449944,1.0
274758016.79108006,2371.3198,48.696198,1.0
274758017.79108006,2542.5403,50.423607,1.0
274758018.79108006,2560.2139,50.598557,1.0
274758019.79108006,2430.5674,49.300785,1.0
274758020.79108006,2509.2288,50.0922,1.0
274758021.79108006,2469.9065,49.698154,1.0
274758022.79108006,2489.4695,49.894585,1.0
274758023.79108006,2508.0989,50.080925,1.0
274758024.79108006,2407.9932,49.07131,1.0
274758025.79108006,2479.3557,49.79313,1.0
274758026.79108006,2442.3289,49.41992,1.0
274758027.79108006,2509.487,50.09478,1.0
274758028.79108006,2403.346,49.023933,1.0
274758029.79108006,2459.3113,49.591442,1.0
274758030.79108006,2375.9558,48.74378,1.0
274758031.79108006,2464.355,49.64227,1.0
274758032.79108006,2492.9314,49.929264,1.0
274758033.79108006,2478.7378,49.786922,1.0
274758034.79108006,2548.9182,50.486813,1.0
274758035.79108006,2481.9055,49.818726,1.0
274758036.79108006,2497.9338,49.979336,1.0
274758037.79108006,2465.853,49.657356,1.0
274758038.79108006,2407.56,49.066895,1.0
274758039.79108006,2629.04,51.274166,1.0
274758040.79108006,2467.6924,49.675873,1.0
274758041.79108006,2502.2952,50.022945,1.0
274758042.79108006,2444.397,49.44084,1.0
274758043.79108006,2637.1968,51.353645,1.0
274758044.79108006,2510.7573,50.107456,1.0
274758045.79108006,2453.0654,49.52843,1.0
274758046.79108006,2491.6406,49.916336,1.0
274758047.79108006,2490.0015,49.899914,1.0
274758048.79108006,2522.1099,50.22061,1.0
274758049.79108006,2359.5386,48.57508,1.0
274758050.79108006,2417.8428,49.171566,1.0
274758051.79108006,2405.6902,49.047836,1.0
274758052.79108006,2366.7866,48.64963,1.0
274758053.79108006,2492.906,49.92901,1.0
274758054.79108006,2488.7466,49.88734,1.0
274758055.79108006,2430.0806,49.29585,1.0
274758056.79108006,2432.7751,49.32317,1.0
274758057.79108006,2413.9849,49.13232,1.0
274758058.79108006,2571.3577,50.708557,1.0
274758059.79108006,2499.9456,49.999454,1.0
274758060.79108006,2443.1208,49.427937,1.0
274758061.79108006,2559.7737,50.594208,1.0
274758062.79108006,2418.9583,49.182907,1.0
274758063.79108006,2478.6462,49.786003,1.0
274758064.79108006,2405.35,49.04437,1.0
274758065.79108006,2502.3938,50.023933,1.0
274758066.79108006,2393.4478,48.922874,1.0
274758067.79108006,2557.7961,50.574657,1.0
274758068.79108006,2506.6003,50.06596,1.0
274758069.79108006,2418.9292,49.18261,1.0
274758070.79108006,2453.2173,49.529964,1.0
274758071.79108006,2442.9812,49.426525,1.0
274758072.79108006,2486.4448,49.864265,1.0
274758073.79108006,2501.3494,50.013493,1.0
274758074.79108006,2402.9045,49.019432,1.0
274758075.79108006,2468.27,49.681686,1.0
274758076.79108006,2367.5098,48.657063,1.0
274758077.79108006,2368.0188,48.662292,1.0
274758078.79108006,2445.453,49.45152,1.0
274758079.79108006,2515.527,50.15503,1.0
274758080.79108006,2350.635,48.48335,1.0
274758081.79108006,2492.4238,49.92418,1.0
274758082.79108006,2549.9446,50.496975,1.0
274758083.79108006,2326.6072,48.234917,1.0
274758084.79108006,2462.1294,49.61985,1.0
274758085.79108006,2472.7158,49.72641,1.0
274758086.79108006,2498.6052,49.98605,1.0
274758087.79108006,2449.4824,49.492245,1.0
274758088.79108006,2467.8242,49.6772,1.0
274758089.79108006,2405.1687,49.04252,1.0
274758090.79108006,2446.6606,49.46373,1.0
274758091.79108006,2474.3625,49.742966,1.0
274758092.79108006,2375.2058,48.736084,1.0
274758093.79108006,2408.1619,49.073025,1.0
274758094.79108006,2453.432,49.53213,1.0
274758095.79108006,2370.1243,48.68392,1.0
274758096.79108006,2388.986,48.877254,1.0
274758097.79108006,2505.527,50.05524,1.0
274758098.79108006,2509.427,50.09418,1.0
274758099.79108006,2393.5166,48.92358,1.0
274758100.79108006,2628.6538,51.270397,1.0
274758101.79108006,2471.0352,49.709507,1.0
274758102.79108006,2492.9517,49.929466,1.0
274758103.79108006,2409.5188,49.08685,1.0
274758104.79108006,2434.831,49.344006,1.0
274758105.79108006,2430.9077,49.304237,1.0
274758106.79108006,2465.082,49.649593,1.0
274758107.79108006,2456.0593,49.558647,1.0
274758108.79108006,2417.671,49.169815,1.0
274758109.79108006,2391.4124,48.90207,1.0
274758110.79108006,2572.7688,50.72247,1.0
274758111.79108006,2500.2478,50.00248,1.0
274758112.79108006,2388.7507,48.874847,1.0
274758113.79108006,2412.1155,49.113293,1.0
274758114.79108006,2425.8105,49.252518,1.0
274758115.79108006,2450.469,49.502213,1.0
274758116.79108006,2416.2964,49.155838,1.0
274758117.79108006,2418.4043,49.177273,1.0
274758118.79108006,2433.5422,49.330948,1.0
274758119.79108006,2532.6301,50.325245,1.0
274758120.79108006,2463.6082,49.634747,1.0
274758121.79108006,2312.3752,48.087162,1.0
274758122.79108006,2498.8901,49.9889,1.0
274758123.79108006,2448.4653,49.481968,1.0
274758124.79108006,2489.9521,49.89942,1.0
274758125.79108006,2430.963,49.304794,1.0
274758126.79108006,2511.4458,50.114326,1.0
274758127.79108006,2418.981,49.183136,1.0
274758128.79108006,2402.0828,49.011047,1.0
274758129.79108006,2461.1165,49.609642,1.0
274758130.79108006,2455.0283,49.54824,1.0
274758131.79108006,2446.7349,49.46448,1.0
274758132.79108006,2563.6804,50.6328,1.0
274758133.79108006,2453.8652,49.536503,1.0
274758134.79108006,2439.2754,49.389023,1.0
274758135.79108006,2333.6858,48.30824,1.0
274758136.79108006,2442.173,49.418346,1.0
274758137.79108006,2350.234,48.47921,1.0
274758138.79108006,2425.6206,49.25059,1.0
274758139.79108006,2491.0894,49.910812,1.0
274758140.79108006,2383.1216,48.817226,1.0
274758141.79108006,2460.9714,49.60818,1.0
274758142.79108006,2433.804,49.3336,1.0
274758143.79108006,2416.62,49.15913,1.0
274758144.79108006,2483.638,49.83611,1.0
274758145.79108006,2414.3362,49.135895,1.0
274758146.79108006,2416.898,49.161957,1.0
274758147.79108006,2512.2688,50.12254,1.0
274758148.79108006,2379.6523,48.78168,1.0
274758149.79108006,2467.8777,49.67774,1.0
274758150.79108006,2498.8088,49.988087,1.0
274758151.79108006,2464.9707,49.64847,1.0
274758152.79108006,2497.9087,49.979084,1.0
274758153.79108006,2409.8843,49.090572,1.0
274758154.79108006,2443.276,49.429504,1.0
274758155.79108006,2373.2292,48.7158,1.0
274758156.79108006,2442.6355,49.423027,1.0
274758157.79108006,2367.8394,48.66045,1.0
274758158.79108006,2423.84,49.23251,1.0
274758159.79108006,2400.607,48.99599,1.0
274758160.79108006,2479.904,49.798634,1.0
274758161.79108006,2394.171,48.930267,1.0
274758162.79108006,2363.621,48.61709,1.0
274758163.79108006,2491.8757,49.91869,1.0
274758164.79108006,2369.036,48.67274,1.0
274758165.79108006,2483.6392,49.836124,1.0
274758166.79108006,2402.8174,49.01854,1.0
274758167.79108006,2463.0344,49.628967,1.0
274758168.79108006,2451.631,49.51395,1.0
274758169.79108006,2495.4727,49.954704,1.0
274758170.79108006,2512.53,50.125145,1.0
274758171.79108006,2378.11,48.76587,1.0
274758172.79108006,2591.7112,50.90885,1.0
274758173.79108006,2439.2424,49.388687,1.0
274758174.79108006,2418.2922,49.176136,1.0
274758175.79108006,2424.9219,49.243496,1.0
274758176.79108006,2440.4983,49.4014,1.0
274758177.79108006,2438.4272,49.380432,1.0
274758178.79108006,2432.3005,49.31836,1.0
274758179.79108006,2334.8079,48.31985,1.0
274758180.79108006,2462.4197,49.622772,1.0
274758181.79108006,2458.7832,49.58612,1.0
274758182.79108006,2397.4158,48.963413,1.0
274758183.79108006,2603.303,51.02257,1.0
274758184.79108006,2438.2344,49.37848,1.0
274758185.79108006,2469.2244,49.69129,1.0
274758186.79108006,2476.1194,49.76062,1.0
274758187.79108006,2451.0706,49.50829,1.0
274758188.79108006,2419.4006,49.187405,1.0
274758189.79108006,2458.627,49.584545,1.0
274758190.79108006,2414.2646,49.135166,1.0
274758191.79108006,2415.9685,49.152504,1.0
274758192.79108006,2461.7073,49.615597,1.0
274758193.79108006,2305.1284,48.011753,1.0
274758194.79108006,2358.797,48.567448,1.0
274758195.79108006,2441.1697,49.408195,1.0
274758196.79108006,2362.3477,48.60399,1.0
274758197.79108006,2380.224,48.78754,1.0
274758198.79108006,2579.0608,50.784454,1.0
274758199.79108006,2520.0793,50.200394,1.0
274758200.79108006,2440.4211,49.40062,1.0
274758201.79108006,2512.1875,50.121727,1.0
274758202.79108006,2505.4487,50.05446,1.0
274758203.79108006,2378.0574,48.76533,1.0
274758204.79108006,2443.5688,49.43247,1.0
274758205.79108006,2513.843,50.13824,1.0
274758206.79108006,2397.871,48.968063,1.0
274758207.79108006,2383.7302,48.82346,1.0
274758208.79108006,2432.402,49.31939,1.0
274758209.79108006,2392.544,48.91364,1.0
274758210.79108006,2382.4248,48.81009,1.0
274758211.79108006,2540.3638,50.402023,1.0
274758212.79108006,2377.415,48.758743,1.0
274758213.79108006,2322.792,48.19535,1.0
274758214.79108006,2495.8894,49.958878,1.0
274758215.79108006,2423.7666,49.231766,1.0
274758216.79108006,2384.8464,48.83489,1.0
274758217.79108006,2412.6228,49.118458,1.0
274758218.79108006,2406.2266,49.053303,1.0
274758219.79108006,2515.6458,50.15621,1.0
274758220.79108006,2433.3613,49.329113,1.0
274758221.79108006,2441.4282,49.410812,1.0
274758222.79108006,2413.0613,49.12292,1.0
274758223.79108006,2354.8606,48.526905,1.0
274758224.79108006,2414.6755,49.139347,1.0
274758225.79108006,2462.001,49.618553,1.0
274758226.79108006,2439.625,49.39256,1.0
274758227.79108006,2486.0566,49.86037,1.0
274758228.79108006,2347.6516,48.45257,1.0
274758229.79108006,2390.1624,48.889286,1.0
274758230.79108006,2491.0583,49.910503,1.0
274758231.79108006,2390.9446,48.897285,1.0
274758232.79108006,2460.3613,49.602028,1.0
274758233.79108006,2361.8472,48.59884,1.0
274758234.79108006,2400.1917,48.991753,1.0
274758235.79108006,2413.125,49.12357,1.0
274758236.79108006,2381.919,48.80491,1.0
274758237.79108006,2391.0488,48.898354,1.0
274758238.79108006,2289.9043,47.852943,1.0
274758239.79108006,2376.0093,48.744324,1.0
274758240.79108006,2517.8354,50.178036,1.0
274758241.79108006,2326.1685,48.23037,1.0
274758242.79108006,2336.547,48.337845,1.0
274758243.79108006,2460.6519,49.604958,1.0
